district,neighborhood,room,living room,area (m2),age,floor,price
Zeytinburnu,Kazlıçeşme Mah.,1,1,75,2,15,70000
Beylikdüzü,Marmara Mah.,4,1,220,0,6,45000
Eyüpsultan,Mimar Sinan Mah.,4,1,160,16,0,97500
Üsküdar,Bulgurlu Mah.,3,1,140,22,2,35000
Bahçelievler,Bahçelievler Mah.,4,1,205,31,7,57000
Bakırköy,Yenimahalle Mah.,7,1,285,31,5,65000
Kadıköy,Suadiye Mah.,4,1,220,37,4,90000
Üsküdar,Küçüksu Mah.,5,1,250,0,3,120000
Beyoğlu,Kılıçali Paşa Mah.,2,1,100,10,5,65000
Üsküdar,Bahçelievler Mah.,2,1,100,3,0,45000
Şişli,Cumhuriyet Mah.,1,1,200,40,1,30000
Beşiktaş,Yıldız Mah.,2,1,130,31,1,60000
Beşiktaş,Levent Mah.,2,1,260,5,12,140000
Kağıthane,Emniyet Evleri Mah.,2,1,108,34,5,24000
Şile,Kumbaba Mah.,3,1,150,21,0,40000
Silivri,Piri Mehmet Paşa Mah.,3,1,130,3,2,22000
Beylikdüzü,Sahil Mah.,2,1,73,1,1,37000
Bahçelievler,Siyavuşpaşa Mah.,2,1,110,37,2,20000
Beykoz,Rüzgarlıbahçe Mah.,1,1,40,0,1,25000
Şişli,Mecidiyeköy Mah.,1,1,45,8,5,15000
Ümraniye,Necip Fazıl Mah.,3,1,165,11,6,50000
Zeytinburnu,Merkezefendi Mah.,2,1,90,25,6,30000
Zeytinburnu,Merkezefendi Mah.,2,1,110,21,1,30000
Fatih,Silivrikapı Mah.,1,1,65,40,0,11500
Şişli,Cumhuriyet Mah.,1,0,60,21,1,20000
Şişli,Gülbahar Mah.,2,1,100,15,5,35000
Sarıyer,Zekeriyaköy Mah.,6,2,450,16,0,200000
Başakşehir,Bahçeşehir 1. Kısım Mah.,3,1,118,4,4,30000
Ataşehir,İnönü Mah.,1,1,70,11,4,25000
Şişli,Merkez Mah.,2,1,120,5,20,75000
Esenyurt,Koza Mah.,4,2,280,5,4,35000
Fatih,Sümbül Efendi Mah.,3,1,120,3,0,35100
Beşiktaş,Akat Mah.,3,1,120,31,2,52000
Bağcılar,Kemalpaşa Mah.,2,1,108,30,4,13000
Kağıthane,Hamidiye Mah.,3,1,145,25,2,25000
Kağıthane,Çeliktepe Mah.,2,1,130,16,5,19000
Kağıthane,Hamidiye Mah.,1,0,50,3,6,37000
Ümraniye,Ihlamurkuyu Mah.,2,1,75,5,1,22000
Şişli,Paşa Mah.,2,1,98,6,1,23000
Ataşehir,Kayışdağı Mah.,1,0,40,5,1,15000
Gaziosmanpaşa,Merkez Mah.,3,1,135,3,1,24000
Beşiktaş,Cihannüma Mah.,3,1,120,31,4,35000
Fatih,Seyyid Ömer Mah.,2,1,85,40,4,15000
Zeytinburnu,Sümer Mah.,3,1,130,30,9,45000
Şişli,Cumhuriyet Mah.,1,1,93,13,21,56000
Büyükçekmece,Kumburgaz Mah.,2,1,155,3,2,19500
Esenyurt,Namık Kemal Mah.,2,1,88,5,1,15000
Kağıthane,Sultan Selim Mah.,1,1,90,11,3,20000
Bağcılar,Fevzi Çakmak Mah.,2,1,110,26,2,15000
Fatih,Şehremini Mah.,2,1,100,26,0,17500
Sultangazi,Cebeci Mah.,2,1,95,3,5,25000
Kağıthane,Çağlayan Mah.,3,1,150,0,6,30000
Beyoğlu,Pürtelaş Hasan Efendi Mah.,3,1,150,30,4,90000
Üsküdar,Selami Ali Mah.,3,1,130,35,3,35000
Şişli,Merkez Mah.,3,1,135,35,4,36500
Başakşehir,Güvercintepe Mah.,2,1,95,0,4,26000
Küçükçekmece,Kanarya Mah.,2,1,90,3,0,15000
Ümraniye,Parseller Mah.,4,1,230,16,0,90000
Eyüpsultan,Akşemsettin Mah.,1,1,90,2,5,21000
Beşiktaş,Dikilitaş Mah.,2,1,130,11,-1,35000
Bağcılar,Yavuz Selim Mah.,2,1,120,31,6,17000
Eyüpsultan,Esentepe Mah.,2,1,90,16,2,22000
Küçükçekmece,Yeşilova Mah.,1,1,65,5,1,20000
Avcılar,Firuzköy Mah.,1,1,120,40,2,8000
Bakırköy,Şenlikköy Mah.,1,1,110,16,0,50000
Fatih,Seyyid Ömer Mah.,2,1,110,45,4,22500
Küçükçekmece,Gültepe Mah.,2,1,100,5,2,30000
Kartal,Yakacık Çarşı Mah.,3,1,120,26,1,26000
Başakşehir,Bahçeşehir 1. Kısım Mah.,2,1,128,5,8,24000
Kağıthane,Ortabayır Mah.,2,1,130,11,2,32000
Kadıköy,Suadiye Mah.,4,1,285,21,2,160000
Kağıthane,Seyrantepe Mah.,2,1,115,4,7,70000
Bayrampaşa,Yenidoğan Mah.,2,1,80,30,3,18000
Adalar,Maden Mah.,2,1,85,30,0,30000
Gaziosmanpaşa,Merkez Mah.,1,1,65,25,1,12000
Ataşehir,İçerenköy Mah.,1,1,55,20,1,20000
Fatih,Akşemsettin Mah.,1,1,65,39,1,17000
Bahçelievler,Zafer Mah.,2,1,90,30,4,13500
Kadıköy,Suadiye Mah.,3,1,200,4,6,110000
Beşiktaş,Yıldız Mah.,1,1,60,20,3,40000
Zeytinburnu,Seyitnizam Mah.,2,1,120,23,3,15000
Sarıyer,Maslak Mah.,3,1,170,11,16,80000
Küçükçekmece,Kartaltepe Mah.,2,1,100,30,2,20000
Esenyurt,Battalgazi Mah.,2,1,90,8,3,10000
Bakırköy,Şenlikköy Mah.,4,1,220,29,2,90000
Eyüpsultan,Göktürk Merkez Mah.,2,1,105,17,2,42000
Fatih,Yavuz Sultan Selim Mah.,1,1,70,30,3,22000
Beyoğlu,Kocatepe Mah.,2,1,85,35,1,25000
Bayrampaşa,Yenidoğan Mah.,2,1,95,30,1,15000
Silivri,Selimpaşa Mah.,2,1,85,55,0,15000
Beşiktaş,Levent Mah.,4,1,220,11,11,200000
Şile,Meşrutiyet Mah.,4,1,145,4,0,45000
Kadıköy,Eğitim Mah.,3,1,150,21,5,38500
Şişli,Mecidiyeköy Mah.,1,1,80,4,2,42000
Fatih,Şehremini Mah.,2,1,80,30,0,17000
Beşiktaş,Gayrettepe Mah.,1,1,57,0,2,45000
Sarıyer,Tarabya Mah.,3,1,235,4,5,180000
Fatih,Koca Mustafapaşa Mah.,1,1,65,30,2,16000
Zeytinburnu,Veliefendi Mah.,2,1,100,26,2,20000
Bağcılar,100. Yıl Mah.,1,1,80,5,2,15000
Avcılar,Denizköşkler Mah.,2,1,55,0,1,18000
Bakırköy,Şenlikköy Mah.,4,1,280,19,2,85000
Eyüpsultan,Akşemsettin Mah.,4,1,170,16,4,25000
Sarıyer,Cumhuriyet Mah.,2,1,100,28,0,15000
Üsküdar,Murat Reis Mah.,1,1,60,0,0,25000
Maltepe,Altıntepe Mah.,3,2,220,30,5,55000
Beşiktaş,Bebek Mah.,2,1,100,26,3,115000
Beylikdüzü,Barış Mah.,3,1,145,23,4,26000
Kağıthane,Çeliktepe Mah.,2,1,75,25,0,20000
Beşiktaş,Gayrettepe Mah.,2,1,150,15,5,98000
Sarıyer,Maslak Mah.,3,1,170,14,20,90000
Kadıköy,Osmanağa Mah.,1,1,65,3,3,36000
Sarıyer,Yeniköy Mah.,4,1,240,30,4,70000
Kağıthane,Hamidiye Mah.,1,0,45,3,8,37000
Bakırköy,Şenlikköy Mah.,4,1,220,26,2,85000
Küçükçekmece,Kartaltepe Mah.,1,1,55,2,3,30000
Esenyurt,Koza Mah.,1,1,70,11,16,15000
Pendik,Sapan Bağları Mah.,2,1,94,0,2,31000
Beyoğlu,Gümüşsuyu Mah.,1,1,50,8,4,45000
Fatih,Ayvansaray Mah.,1,0,22,16,0,14000
Çekmeköy,Soğukpınar Mah.,5,1,190,5,12,29500
Beşiktaş,Ortaköy Mah.,3,1,215,5,2,265000
Şişli,Eskişehir Mah.,1,1,65,35,4,15000
Esenler,Fatih Mah.,2,1,115,26,1,21000
Beykoz,Acarlar Mah.,1,1,98,0,2,60000
Beylikdüzü,Barış Mah.,1,1,120,8,3,23000
Beşiktaş,Levent Mah.,2,1,265,5,11,120000
Güngören,Akıncılar Mah.,2,1,90,35,4,20000
Maltepe,Altıntepe Mah.,3,1,115,30,2,20000
Esenyurt,Güzelyurt Mah.,1,1,95,5,21,18000
Büyükçekmece,Bahçelievler Mah.,3,1,180,15,2,30000
Beylikdüzü,Dereağzı Mah.,7,1,330,0,0,74000
Kadıköy,Fenerbahçe Mah.,5,1,300,21,13,260000
Avcılar,Cihangir Mah.,2,1,80,10,4,18000
Esenyurt,Saadetdere Mah.,2,1,110,11,4,15000
Sarıyer,Reşitpaşa Mah.,3,1,130,25,1,35000
Sancaktepe,Kemal Türkler Mah.,2,1,90,4,2,20000
Başakşehir,Bahçeşehir 2. Kısım Mah.,1,1,72,11,4,21500
Beyoğlu,Yahya Kahya Mah.,5,1,130,35,3,35000
Adalar,Burgazada Mah.,4,1,250,45,2,45000
Maltepe,Fındıklı Mah.,2,1,90,5,3,25000
Kağıthane,Çeliktepe Mah.,3,1,160,16,4,22000
Küçükçekmece,Fatih Mah.,2,1,110,32,1,17250
Üsküdar,Cumhuriyet Mah.,2,1,75,12,1,21000
Esenyurt,Balıkyolu Mah.,2,1,90,5,0,10500
Esenyurt,Esenkent Mah.,1,0,72,11,4,20000
Kartal,Orta Mah.,1,1,65,11,3,24250
Küçükçekmece,Cumhuriyet Mah.,3,2,200,15,4,35000
Fatih,Cerrahpaşa Mah.,2,1,75,40,4,15000
Şişli,Harbiye Mah.,2,1,90,15,1,27000
Avcılar,Gümüşpala Mah.,2,1,130,13,0,17000
Büyükçekmece,Fatih Mah.,3,1,170,26,2,21000
Küçükçekmece,Halkalı Merkez Mah.,3,1,160,0,4,55000
Arnavutköy,Anadolu Mah.,2,1,90,17,1,11000
Üsküdar,Bulgurlu Mah.,2,1,85,25,0,20000
Büyükçekmece,Fatih Mah.,5,1,220,24,4,25000
Kağıthane,Sultan Selim Mah.,1,0,30,20,0,6500
Ümraniye,Namık Kemal Mah.,3,1,105,21,1,45000
Beylikdüzü,Marmara Mah.,2,1,110,1,4,42000
Sarıyer,Ayazağa Mah.,3,1,158,4,12,90000
Kağıthane,Seyrantepe Mah.,2,1,100,0,2,40000
Kağıthane,Hamidiye Mah.,3,1,160,0,4,35000
Esenler,Tuna Mah.,2,1,100,8,2,18000
Küçükçekmece,Fevzi Çakmak Mah.,3,1,120,30,1,22000
Bahçelievler,Bahçelievler Mah.,3,1,120,40,1,30000
Sarıyer,Ayazağa Mah.,3,1,125,11,3,29500
Şişli,Meşrutiyet Mah.,1,1,74,5,1,35000
Beykoz,Acarlar Mah.,2,1,150,0,4,75000
Ümraniye,Necip Fazıl Mah.,2,1,100,5,1,23000
Kadıköy,Osmanağa Mah.,1,1,75,31,0,25000
Bakırköy,Şenlikköy Mah.,2,1,115,7,0,50000
Esenyurt,Talatpaşa Mah.,2,1,95,6,2,14000
Sarıyer,Maslak Mah.,2,1,124,11,1,75000
Beyoğlu,Katip Mustafa Çelebi Mah.,1,0,25,50,2,20000
Fatih,Koca Mustafapaşa Mah.,2,1,95,31,4,20000
Beşiktaş,Levazım Mah.,2,1,179,5,1,240000
Ümraniye,Necip Fazıl Mah.,3,1,120,31,4,30250
Üsküdar,Güzeltepe Mah.,5,1,500,11,0,250000
Sancaktepe,Fatih Mah.,3,1,145,16,9,23000
Başakşehir,Altınşehir Mah.,2,1,90,11,0,12000
Beylikdüzü,Cumhuriyet Mah.,2,1,92,0,4,35000
Ataşehir,İnönü Mah.,1,1,59,8,-1,21500
Beylikdüzü,Adnan Kahveci Mah.,2,1,80,5,6,20000
Pendik,Kaynarca Mah.,3,1,165,15,4,50000
Maltepe,İdealtepe Mah.,4,1,210,0,4,80000
Eyüpsultan,Göktürk Merkez Mah.,2,1,160,11,2,70000
Şişli,Cumhuriyet Mah.,1,0,50,10,2,31000
Beyoğlu,Sururi Mehmet Efendi Mah.,1,1,65,5,1,25000
Maltepe,Fındıklı Mah.,3,1,140,11,8,49750
Beylikdüzü,Yakuplu Mah.,1,1,36,1,2,23000
Şişli,Mecidiyeköy Mah.,1,1,70,4,3,35000
Beşiktaş,Levent Mah.,2,1,260,5,21,140000
Kağıthane,Çeliktepe Mah.,2,1,85,27,2,19000
Avcılar,Üniversite Mah.,2,1,110,5,2,7000
Kadıköy,Erenköy Mah.,4,1,180,33,11,53000
Şişli,Mecidiyeköy Mah.,1,1,65,4,4,25000
Kartal,Cevizli Mah.,3,1,100,27,1,23000
Şişli,Mecidiyeköy Mah.,2,1,75,5,0,15000
Güngören,Mareşal Çakmak Mah.,3,1,105,25,1,28000
Küçükçekmece,Kanarya Mah.,2,1,85,25,0,12000
Kağıthane,Yahya Kemal Mah.,2,1,85,26,3,21000
Zeytinburnu,Merkezefendi Mah.,2,1,105,16,16,32000
Beyoğlu,Firuzağa Mah.,1,1,28,35,1,25000
Beykoz,Anadolu Hisarı Mah.,3,1,110,40,0,20000
Kadıköy,Acıbadem Mah.,3,1,155,5,3,70000
Şişli,Feriköy Mah.,1,1,85,35,-1,12000
Adalar,Maden Mah.,1,1,50,40,1,20000
Avcılar,Denizköşkler Mah.,2,1,90,17,0,16000
Beşiktaş,Ulus Mah.,2,1,100,35,1,39000
Esenyurt,Akevler Mah.,3,1,130,0,2,18000
Adalar,Nizam Mah.,1,1,75,50,2,35000
Adalar,Maden Mah.,4,1,135,31,3,50000
Üsküdar,Aziz Mahmut Hüdayi Mah.,3,2,210,1,4,85000
Çekmeköy,Cumhuriyet Mah.,2,1,85,5,2,18000
Şişli,İnönü Mah.,2,1,90,35,-1,20000
Şişli,Cumhuriyet Mah.,1,1,90,13,9,48000
Beylikdüzü,Kavaklı Mah.,4,1,230,0,2,50000
Esenler,Oruçreis Mah.,2,1,135,26,3,17000
Bağcılar,15 Temmuz Mah.,2,1,90,31,2,14000
Beyoğlu,Piri Paşa Mah.,1,1,60,26,1,14000
Esenler,Nine Hatun Mah.,2,1,100,24,4,17500
Ataşehir,Kayışdağı Mah.,1,1,40,5,1,20000
Küçükçekmece,Fevzi Çakmak Mah.,1,1,60,28,4,13000
Bahçelievler,Soğanlı Mah.,3,1,105,35,2,16000
Kağıthane,Ortabayır Mah.,3,1,135,26,1,25000
Kağıthane,Sultan Selim Mah.,1,1,80,17,3,20000
Beylikdüzü,Yakuplu Mah.,2,1,110,2,0,25000
Esenler,Turgut Reis Mah.,2,1,1000,30,-1,13000
Üsküdar,İcadiye Mah.,2,1,85,35,1,27000
Bağcılar,Demirkapı Mah.,2,1,90,26,1,17000
Küçükçekmece,Yeşilova Mah.,3,1,120,26,5,20000
Kağıthane,Ortabayır Mah.,2,1,85,16,1,21000
Bahçelievler,Zafer Mah.,2,1,90,11,5,26000
Gaziosmanpaşa,Karadeniz Mah.,2,1,136,10,2,38000
Ataşehir,Kayışdağı Mah.,1,1,50,4,3,25250
Üsküdar,Kuleli Mah.,3,1,110,26,3,25000
Üsküdar,Aziz Mahmut Hüdayi Mah.,3,2,210,1,4,85000
Beyoğlu,Halıcıoğlu Mah.,2,1,85,26,2,23000
Üsküdar,Bahçelievler Mah.,2,1,105,21,5,32000
Beyoğlu,Müeyyetzade Mah.,1,1,45,50,0,30000
Kartal,Yakacık Yeni Mah.,3,1,110,5,2,27000
Beykoz,Yalıköy Mah.,2,1,110,25,4,20000
Sarıyer,Zekeriyaköy Mah.,1,1,81,8,3,48000
Bayrampaşa,Yıldırım Mah.,2,1,120,32,4,25000
Kadıköy,Osmanağa Mah.,1,1,60,25,2,25000
Sarıyer,Zekeriyaköy Mah.,1,1,55,2,-1,40000
Beylikdüzü,Sahil Mah.,2,1,76,1,0,32000
Şişli,Merkez Mah.,1,0,40,28,5,26000
Küçükçekmece,Fatih Mah.,2,1,80,0,13,25000
Kağıthane,Emniyet Evleri Mah.,3,1,130,23,4,32500
Beylikdüzü,Büyükşehir Mah.,3,1,125,25,4,22000
Tuzla,Postane Mah.,2,1,80,35,0,29000
Kağıthane,Hamidiye Mah.,2,1,130,2,8,80000
Kağıthane,Harmantepe Mah.,1,1,76,23,2,16000
Maltepe,Fındıklı Mah.,1,0,55,5,0,16800
Fatih,Seyyid Ömer Mah.,1,1,65,38,3,16000
Beykoz,Göztepe Mah.,3,1,120,16,2,30000
Gaziosmanpaşa,Fevzi Çakmak Mah.,2,1,90,10,1,20000
Kağıthane,Ortabayır Mah.,1,1,60,6,3,33000
Fatih,Derviş Ali Mah.,2,1,70,35,2,12000
Kağıthane,Gürsel Mah.,2,1,90,20,2,21000
Silivri,Cumhuriyet Mah.,3,1,135,11,4,20000
Fatih,Mimar Hayrettin Mah.,1,0,50,30,4,27000
Maltepe,Altıntepe Mah.,2,1,90,0,2,42500
Sarıyer,Huzur Mah.,2,1,128,4,10,70000
Kağıthane,Sultan Selim Mah.,2,1,100,26,3,19000
Şişli,Paşa Mah.,2,1,95,8,2,25000
Bahçelievler,Bahçelievler Mah.,3,1,140,42,2,43000
Şişli,Duatepe Mah.,2,1,80,25,1,40000
Şişli,Feriköy Mah.,2,1,80,32,4,19000
Kağıthane,Şirintepe Mah.,1,1,85,20,5,18000
Kağıthane,Gürsel Mah.,2,1,100,25,0,25000
Beyoğlu,Pürtelaş Hasan Efendi Mah.,1,1,75,31,-1,32000
Tuzla,Aydınlı Mah.,1,1,65,11,-1,19000
Sarıyer,Pınar Mah.,1,1,50,31,0,11000
Fatih,Cerrahpaşa Mah.,2,1,100,45,4,18000
Avcılar,Merkez Mah.,1,0,55,0,0,15000
Beşiktaş,Türkali Mah.,2,1,85,40,3,30000
Zeytinburnu,Nuripaşa Mah.,2,0,120,30,2,23500
Beşiktaş,Akat Mah.,2,1,85,27,4,50000
Kağıthane,Çeliktepe Mah.,2,1,75,32,0,22500
Beşiktaş,Gayrettepe Mah.,1,1,57,0,1,45000
Şişli,Eskişehir Mah.,1,1,85,35,0,20500
Beyoğlu,Katip Mustafa Çelebi Mah.,1,0,28,60,4,20000
Bakırköy,Şenlikköy Mah.,4,1,250,23,0,95000
Kağıthane,Hamidiye Mah.,2,1,100,4,6,45000
Maltepe,Altıntepe Mah.,3,1,140,10,4,42000
Üsküdar,Aziz Mahmut Hüdayi Mah.,2,1,75,0,3,36000
Sarıyer,İstinye Mah.,3,1,120,30,2,41000
Beşiktaş,Türkali Mah.,3,1,150,26,4,45000
Eyüpsultan,Karadolap Mah.,2,1,80,5,4,22000
Bakırköy,Sakızağacı Mah.,2,1,147,2,3,87500
Sarıyer,Maslak Mah.,2,1,145,6,10,70000
Üsküdar,Cumhuriyet Mah.,3,1,130,25,4,36000
Beyoğlu,Şahkulu Mah.,3,1,140,100,3,65000
Beykoz,Çiğdem Mah.,3,11,135,25,0,30000
Esenyurt,Pınar Mah.,2,1,90,5,0,8000
Arnavutköy,İslambey Mah.,1,1,75,4,1,12000
Gaziosmanpaşa,Sarıgöl Mah.,2,1,95,31,3,18000
Ümraniye,İstiklal Mah.,3,1,275,23,4,75000
Bağcılar,İnönü Mah.,2,1,80,27,4,14500
Fatih,Hırka-i Şerif Mah.,4,2,140,40,5,35000
Şişli,Bozkurt Mah.,2,1,100,34,0,30000
Avcılar,Denizköşkler Mah.,2,1,75,0,0,18000
Zeytinburnu,Telsiz Mah.,2,1,75,30,3,15500
Silivri,Selimpaşa Mah.,2,1,85,55,2,15000
Şişli,Eskişehir Mah.,3,1,120,50,3,33000
Beyoğlu,Cihangir Mah.,2,1,90,35,2,35000
Ümraniye,Saray Mah.,2,1,117,14,12,52000
Beylikdüzü,Gürpınar Mah.,3,1,130,20,5,13000
Fatih,Seyyid Ömer Mah.,2,1,75,35,3,25000
Ümraniye,Namık Kemal Mah.,2,1,105,18,4,18000
Ataşehir,Kayışdağı Mah.,1,1,65,4,1,22500
Sarıyer,Tarabya Mah.,3,1,135,21,1,59000
Esenyurt,Yeşilkent Mah.,1,1,85,4,3,15000
Zeytinburnu,Seyitnizam Mah.,2,1,95,0,3,21000
Kadıköy,Osmanağa Mah.,1,1,70,35,4,36000
Kağıthane,Çağlayan Mah.,1,1,75,11,6,25750
Esenler,Nine Hatun Mah.,2,1,110,26,5,20000
Şişli,Feriköy Mah.,2,1,80,30,0,20000
Eyüpsultan,Akşemsettin Mah.,3,1,130,21,1,23500
Beylikdüzü,Barış Mah.,3,1,145,20,5,26000
Başakşehir,Kayabaşı Mah.,2,1,85,11,-1,20000
Beylikdüzü,Kavaklı Mah.,2,1,80,4,0,14000
Esenyurt,Yeşilkent Mah.,2,1,135,5,21,20000
Kağıthane,Şirintepe Mah.,2,1,100,40,-1,16000
Güngören,Abdurrahman Nafiz Gürman Mah.,4,1,160,35,8,27000
Pendik,Çamçeşme Mah.,1,1,65,35,0,9500
Kadıköy,Kozyatağı Mah.,3,1,115,6,5,65000
Şişli,Eskişehir Mah.,1,1,65,40,1,18000
Kadıköy,Suadiye Mah.,3,1,104,5,2,59000
Beykoz,Acarlar Mah.,3,1,220,16,0,110000
Şişli,Yayla Mah.,2,1,90,30,-1,17000
Beşiktaş,Levent Mah.,3,1,200,5,21,170000
Küçükçekmece,Yeşilova Mah.,2,1,110,27,4,19000
Küçükçekmece,Halkalı Merkez Mah.,2,1,110,22,0,17000
Esenyurt,Zafer Mah.,1,1,70,9,13,14000
Esenler,Kemer Mah.,2,1,100,35,4,12000
Beşiktaş,Vişnezade Mah.,1,1,65,35,1,27000
Üsküdar,Bulgurlu Mah.,3,1,115,4,2,39500
Sarıyer,Kumköy Mah.,2,1,150,25,4,50000
Maltepe,Bağlarbaşı Mah.,1,0,30,11,2,20000
Şişli,19 Mayıs Mah.,1,1,134,16,21,70000
Fatih,Koca Mustafapaşa Mah.,1,1,65,19,3,18000
Kadıköy,Bostancı Mah.,2,1,115,30,1,60000
Esenler,Oruçreis Mah.,2,1,120,26,5,20000
Şişli,Merkez Mah.,2,1,110,4,21,75000
Kağıthane,Seyrantepe Mah.,3,1,157,4,12,90000
Sarıyer,Maslak Mah.,3,1,130,6,13,65000
Maltepe,İdealtepe Mah.,3,1,125,30,5,40000
Bağcılar,Demirkapı Mah.,2,1,100,35,0,16000
Kağıthane,Çağlayan Mah.,3,1,120,30,3,25000
Fatih,Mevlanakapı Mah.,2,1,65,45,1,16000
Fatih,Mevlanakapı Mah.,2,1,85,6,0,8000
Beyoğlu,Ömer Avni Mah.,1,0,25,40,0,15000
Fatih,Şehremini Mah.,1,1,65,45,1,16500
Beşiktaş,Cihannüma Mah.,2,1,150,31,3,132000
Kağıthane,Yahya Kemal Mah.,1,1,88,5,4,30000
Beşiktaş,Ortaköy Mah.,3,1,200,15,4,90000
Kağıthane,Seyrantepe Mah.,4,1,200,0,8,95000
Sancaktepe,Emek Mah.,1,1,68,10,7,28550
Kadıköy,Merdivenköy Mah.,2,1,70,0,1,42500
Ataşehir,İnönü Mah.,1,0,43,5,4,21000
Beylikdüzü,Marmara Mah.,4,1,180,0,4,65000
Ataşehir,Küçükbakkalköy Mah.,3,1,120,17,1,32500
Başakşehir,Güvercintepe Mah.,3,1,130,11,3,14000
Pendik,Güllü Bağlar Mah.,1,1,70,3,3,25000
Gaziosmanpaşa,Karayolları Mah.,2,1,114,11,8,50000
Kadıköy,Göztepe Mah.,1,1,102,9,5,75000
Eyüpsultan,Göktürk Merkez Mah.,2,1,123,11,3,63000
Esenyurt,Piri Reis Mah.,2,1,115,8,15,19000
Beşiktaş,Levent Mah.,3,1,360,5,21,180000
Sarıyer,Büyükdere Mah.,3,1,150,31,2,85000
Büyükçekmece,Çakmaklı Mah.,2,1,140,0,6,45000
Şile,Ahmetli Mah.,3,1,140,5,0,47000
Kağıthane,Sultan Selim Mah.,1,1,50,2,-1,20000
Sultanbeyli,Necip Fazıl Mah.,2,1,130,16,4,15000
Kağıthane,Çağlayan Mah.,1,1,55,6,2,13000
Eyüpsultan,Nişancı Mah.,1,0,23,26,-1,12000
Bakırköy,Yeşilköy Mah.,3,1,135,3,1,85000
Bakırköy,Yenimahalle Mah.,1,0,35,0,0,18000
Beyoğlu,Cihangir Mah.,1,1,60,50,2,35000
Bağcılar,Merkez Mah.,2,1,110,30,3,20000
Fatih,Koca Mustafapaşa Mah.,2,1,75,36,0,17000
Avcılar,Denizköşkler Mah.,2,1,75,25,1,10000
Ataşehir,Yeni Çamlıca Mah.,2,1,110,25,2,20000
Şişli,Eskişehir Mah.,4,1,140,15,3,38000
Esenyurt,Barbaros Hayrettin Paşa Mah.,3,1,190,9,6,30000
Başakşehir,Kayabaşı Mah.,3,1,140,5,15,35000
Beylikdüzü,Kavaklı Mah.,4,2,300,5,2,35000
Beykoz,Anadolu Hisarı Mah.,3,1,135,31,3,50000
Bakırköy,Şenlikköy Mah.,4,1,220,20,3,77000
Şişli,Mecidiyeköy Mah.,2,1,95,9,-2,16000
Şişli,Fulya Mah.,4,1,200,35,3,55000
Zeytinburnu,Yeşiltepe Mah.,2,1,110,25,-1,15000
Beyoğlu,Cihangir Mah.,2,1,70,30,-1,18000
Şişli,Cumhuriyet Mah.,1,1,88,13,21,59000
Küçükçekmece,Halkalı Merkez Mah.,2,0,120,26,2,15000
Esenyurt,Koza Mah.,3,1,150,1,1,32000
Kağıthane,Sultan Selim Mah.,2,1,90,11,1,23000
Sarıyer,Maslak Mah.,3,1,133,15,0,15000
Esenler,Kazım Karabekir Mah.,3,1,110,26,2,20000
Üsküdar,Selami Ali Mah.,5,1,246,26,5,85000
Fatih,Sümbül Efendi Mah.,2,1,78,40,1,20000
Küçükçekmece,Gültepe Mah.,2,1,85,30,5,15500
Kağıthane,Ortabayır Mah.,2,1,90,1,2,30000
Kağıthane,Telsizler Mah.,1,1,65,30,1,15000
Tuzla,Mimar Sinan Mah.,2,1,115,4,3,23000
Bahçelievler,Şirinevler Mah.,2,1,100,30,2,18000
Kadıköy,Suadiye Mah.,3,1,170,31,4,125000
Avcılar,Mustafa Kemal Paşa Mah.,3,1,140,21,2,17000
Şişli,19 Mayıs Mah.,3,1,165,21,1,40000
Küçükçekmece,Kartaltepe Mah.,2,1,110,29,2,22000
Bahçelievler,Zafer Mah.,2,1,90,16,0,20500
Beyoğlu,Cihangir Mah.,2,1,100,31,2,50000
Esenyurt,Çınar Mah.,2,1,85,10,1,14000
Kağıthane,Seyrantepe Mah.,1,1,55,2,13,40000
Şişli,Yayla Mah.,2,1,80,20,1,20000
Beşiktaş,Gayrettepe Mah.,4,1,140,31,3,93000
Bahçelievler,Bahçelievler Mah.,2,1,70,0,1,40000
Başakşehir,Ziya Gökalp Mah.,1,1,74,16,17,25000
Şile,Balibey Mah.,4,2,220,16,0,45000
Beşiktaş,Etiler Mah.,2,1,240,20,5,230000
Beşiktaş,Nisbetiye Mah.,4,1,360,1,20,300000
Beşiktaş,Sinanpaşa Mah.,2,1,80,40,3,35000
Maltepe,İdealtepe Mah.,3,1,100,8,0,38000
Esenyurt,Koza Mah.,2,1,200,4,21,30000
Şişli,Feriköy Mah.,1,1,74,0,0,34000
Maltepe,Altıntepe Mah.,2,1,88,0,2,42500
Bahçelievler,Bahçelievler Mah.,4,1,210,21,1,57000
Şişli,Paşa Mah.,2,1,95,8,2,25000
Sarıyer,Ayazağa Mah.,3,1,145,16,6,38500
Avcılar,Cihangir Mah.,2,1,93,30,1,13000
Kağıthane,Hamidiye Mah.,2,1,80,0,1,24000
Başakşehir,Kayabaşı Mah.,2,1,75,13,8,20000
Fatih,Aksaray Mah.,3,1,170,40,5,40000
Ümraniye,Çamlık Mah.,2,1,110,5,2,30000
Fatih,Molla Gürani Mah.,2,1,90,30,2,20000
Üsküdar,Zeynep Kamil Mah.,3,1,180,26,3,58000
Sarıyer,Maslak Mah.,3,1,170,10,10,84999
Küçükçekmece,Atakent Mah.,2,1,85,15,7,27500
Bakırköy,Ataköy 3-4-11. Kısım Mah.,2,1,105,36,1,40000
